 Prayer Times Schedule 2003
Location: Taif, SAUDI ARABIA
Juristic Method: Standard, Timezone: GMT +3.0
Calculation Method: Umm Al-Qura 
January  
Date Fajr Sunrise Dhuhr Asr Maghrib Isha 
31 5:48 7:09 12:42 3:51 6:13 7:43 
February  
Date Fajr Sunrise Dhuhr Asr Maghrib Isha 
1 5:47 7:09 12:42 3:52 6:14 7:44 
2 5:47 7:08 12:42 3:52 6:15 7:45 
3 5:47 7:08 12:42 3:53 6:15 7:45 
4 5:46 7:08 12:42 3:53 6:16 7:46 
5 5:46 7:07 12:42 3:54 6:17 7:47 
6 5:45 7:07 12:42 3:54 6:18 7:48 
7 5:45 7:06 12:42 3:55 6:18 7:48 
8 5:45 7:05 12:42 3:55 6:19 7:49 
9 5:44 7:05 12:43 3:56 6:19 7:49 
10 5:44 7:04 12:43 3:56 6:20 7:50 
11 5:43 7:04 12:43 3:56 6:21 7:51 
12 5:43 7:03 12:43 3:57 6:21 7:51 
13 5:42 7:02 12:43 3:57 6:22 7:52 
14 5:41 7:02 12:43 3:58 6:23 7:53 
15 5:41 7:01 12:42 3:58 6:23 7:53 
16 5:40 7:00 12:42 3:58 6:24 7:54 
17 5:40 7:00 12:42 3:58 6:24 7:54 
18 5:39 6:59 12:42 3:59 6:25 7:55 
19 5:38 6:58 12:42 3:59 6:25 7:55 
20 5:38 6:57 12:42 3:59 6:26 7:56 
21 5:37 6:57 12:42 4:00 6:27 7:57 
22 5:36 6:56 12:42 4:00 6:27 7:57 
23 5:35 6:55 12:42 4:00 6:28 7:58 
24 5:35 6:54 12:42 4:01 6:28 7:58 
25 5:34 6:54 12:41 4:01 6:29 7:59 
26 5:33 6:53 12:41 4:01 6:29 7:59 
27 5:32 6:52 12:41 4:01 6:30 8:00 
28 5:32 6:52 12:41 4:01 6:30 8:00 
March  
Date Fajr Sunrise Dhuhr Asr Maghrib Isha 
1 5:31 6:50 12:41 4:01 6:31 8:01 
2 5:30 6:49 12:41 4:02 6:31 8:01 
3 5:29 6:48 12:40 4:02 6:32 8:02 
4 5:28 6:47 12:40 4:02 6:32 8:02 
5 5:27 6:47 12:40 4:02 6:33 8:03 
6 5:26 6:46 12:40 4:02 6:33 8:03 
7 5:25 6:45 12:39 4:02 6:34 8:04 
8 5:24 6:44 12:39 4:02 6:34 8:04 
9 5:24 6:43 12:39 4:02 6:35 8:05 
10 5:23 6:42 12:39 4:02 6:35 8:05 
11 5:22 6:41 12:38 4:02 6:35 8:05 
12 5:21 6:40 12:38 4:02 6:36 8:06 
13 5:20 6:39 12:38 4:02 6:36 8:06 
14 5:19 6:38 12:38 4:02 6:37 8:07 
15 5:18 6:37 12:37 4:02 6:37 8:07 
16 5:17 6:36 12:37 4:02 6:38 8:08 
17 5:16 6:35 12:37 4:02 6:38 8:08 
18 5:15 6:34 12:37 4:02 6:38 8:08 
19 5:14 6:33 12:36 4:02 6:39 8:09 
20 5:12 6:32 12:36 4:02 6:39 8:09 
21 5:11 6:31 12:36 4:02 6:40 8:10 
22 5:10 6:30 12:35 4:02 6:40 8:10 
23 5:09 6:29 12:35 4:02 6:40 8:10 
24 5:08 6:28 12:35 4:01 6:41 8:11 
25 5:07 6:27 12:34 4:01 6:41 8:11 
26 5:06 6:26 12:34 4:01 6:42 8:12 
27 5:05 6:25 12:34 4:01 6:42 8:12 
28 5:04 6:24 12:34 4:01 6:42 8:12 
29 5:03 6:23 12:33 4:01 6:43 8:13 
30 5:02 6:22 12:33 4:00 6:43 8:13 
31 5:01 6:21 12:33 4:00 6:44 8:14 
April  
Date Fajr Sunrise Dhuhr Asr Maghrib Isha 
1 5:00 6:20 12:32 4:00 6:44 8:14 
2 4:58 6:19 12:32 4:00 6:44 8:14 
3 4:57 6:18 12:32 4:00 6:45 8:15 
4 4:56 6:17 12:31 3:59 6:45 8:15 
5 4:55 6:16 12:31 3:59 6:46 8:16 
6 4:54 6:15 12:31 3:59 6:46 8:16 
7 4:53 6:14 12:31 3:59 6:47 8:17 
8 4:52 6:13 12:30 3:58 6:47 8:17 
9 4:51 6:12 12:30 3:58 6:47 8:17 
10 4:50 6:11 12:30 3:58 6:48 8:18 
11 4:49 6:10 12:30 3:58 6:48 8:18 
12 4:47 6:09 12:29 3:57 6:49 8:19 
13 4:46 6:08 12:29 3:57 6:49 8:19 
14 4:45 6:07 12:29 3:57 6:49 8:19 
15 4:44 6:07 12:28 3:56 6:50 8:20 
16 4:43 6:06 12:28 3:56 6:50 8:20 
17 4:43 6:06 12:28 3:56 6:50 8:20 
18 4:41 6:04 12:28 3:56 6:51 8:21 
19 4:40 6:03 12:28 3:55 6:52 8:22 
20 4:39 6:02 12:27 3:55 6:52 8:22 
21 4:38 6:01 12:27 3:55 6:52 8:22 
22 4:37 6:00 12:27 3:54 6:53 8:23 
23 4:36 6:00 12:27 3:54 6:53 8:23 
24 4:35 5:59 12:27 3:54 6:54 8:24 
25 4:34 5:58 12:26 3:54 6:54 8:24 
26 4:33 5:57 12:26 3:53 6:55 8:25 
27 4:32 5:56 12:26 3:53 6:55 8:25 
28 4:32 5:56 12:26 3:53 6:55 8:25 
29 4:30 5:55 12:26 3:52 6:56 8:26 
30 4:29 5:54 12:26 3:52 6:56 8:26 
May  
Date Fajr Sunrise Dhuhr Asr Maghrib Isha 
1 4:28 5:53 12:25 3:52 6:57 8:27 
2 4:27 5:53 12:25 3:52 6:57 8:27 
3 4:26 5:52 12:25 3:51 6:58 8:28 
4 4:25 5:51 12:25 3:51 6:58 8:28 
5 4:24 5:51 12:25 3:51 6:59 8:29 
6 4:24 5:50 12:25 3:51 6:59 8:29 
7 4:23 5:49 12:25 3:50 7:00 8:30 
8 4:22 5:49 12:25 3:50 7:00 8:30 
9 4:22 5:49 12:25 3:50 7:00 8:30 
10 4:20 5:48 12:25 3:50 7:01 8:31 
11 4:19 5:47 12:25 3:49 7:02 8:32 
12 4:19 5:46 12:25 3:49 7:02 8:32 
13 4:18 5:46 12:25 3:49 7:03 8:33 
14 4:17 5:45 12:25 3:49 7:03 8:33 
15 4:17 5:45 12:25 3:49 7:04 8:34 
16 4:16 5:44 12:25 3:48 7:04 8:34 
17 4:15 5:44 12:25 3:48 7:05 8:35 
18 4:15 5:43 12:25 3:48 7:05 8:35 
19 4:14 5:43 12:25 3:48 7:06 8:36 
20 4:14 5:43 12:25 3:48 7:06 8:36 
21 4:13 5:42 12:25 3:48 7:07 8:37 
22 4:12 5:42 12:25 3:48 7:07 8:37 
23 4:12 5:42 12:25 3:47 7:08 8:38 
24 4:11 5:41 12:25 3:47 7:08 8:38 
25 4:11 5:41 12:25 3:47 7:09 8:39 
26 4:10 5:41 12:25 3:47 7:09 8:39 
27 4:10 5:40 12:25 3:47 7:10 8:40 
28 4:09 5:40 12:26 3:47 7:10 8:40 
29 4:09 5:40 12:26 3:47 7:10 8:40 
30 4:09 5:40 12:26 3:47 7:11 8:41 
31 4:09 5:40 12:26 3:47 7:11 8:41 
June  
Date Fajr Sunrise Dhuhr Asr Maghrib Isha 
1 4:08 5:39 12:26 3:47 7:12 8:42 
2 4:08 5:39 12:26 3:47 7:12 8:42 
3 4:08 5:39 12:26 3:47 7:13 8:43 
4 4:07 5:39 12:27 3:47 7:13 8:43 
5 4:07 5:39 12:27 3:47 7:14 8:44 
6 4:07 5:39 12:27 3:47 7:14 8:44 
7 4:07 5:39 12:27 3:47 7:14 8:44 
8 4:07 5:39 12:27 3:47 7:15 8:45 
9 4:07 5:39 12:27 3:47 7:15 8:45 
10 4:07 5:39 12:28 3:47 7:16 8:46 
11 4:07 5:39 12:28 3:47 7:16 8:46 
12 4:06 5:39 12:28 3:48 7:16 8:46 
13 4:06 5:39 12:28 3:48 7:17 8:47 
14 4:07 5:39 12:28 3:48 7:17 8:47 
15 4:07 5:39 12:29 3:48 7:17 8:47 
16 4:07 5:39 12:29 3:48 7:18 8:48 
17 4:07 5:39 12:29 3:48 7:18 8:48 
18 4:07 5:40 12:29 3:48 7:18 8:48 
19 4:07 5:40 12:30 3:49 7:18 8:48 
20 4:07 5:40 12:30 3:49 7:19 8:49 
21 4:07 5:40 12:30 3:49 7:19 8:49 
22 4:08 5:40 12:30 3:49 7:19 8:49 
23 4:08 5:41 12:30 3:50 7:19 8:49 
24 4:08 5:41 12:31 3:50 7:19 8:49 
25 4:09 5:41 12:31 3:50 7:20 8:50 
26 4:09 5:41 12:31 3:50 7:20 8:50 
27 4:09 5:42 12:31 3:51 7:20 8:50 
28 4:10 5:42 12:31 3:51 7:20 8:50 
29 4:10 5:42 12:32 3:51 7:20 8:50 
30 4:10 5:43 12:32 3:51 7:20 8:50 
July 
Date Fajr Sunrise Dhuhr Asr Maghrib Isha 
1 4:11 5:43 12:32 3:52 7:20 8:50 
2 4:11 5:43 12:32 3:52 7:20 8:50 
3 4:12 5:44 12:32 3:52 7:20 8:50 
4 4:12 5:44 12:33 3:53 7:20 8:50 
5 4:13 5:44 12:33 3:53 7:20 8:50 
6 4:13 5:45 12:33 3:53 7:20 8:50 
7 4:14 5:45 12:33 3:53 7:20 8:50 
8 4:14 5:46 12:33 3:54 7:20 8:50 
9 4:15 5:46 12:33 3:54 7:20 8:50 
10 4:15 5:46 12:34 3:54 7:20 8:50 
11 4:16 5:47 12:34 3:55 7:20 8:50 
12 4:16 5:47 12:34 3:55 7:19 8:49 
13 4:17 5:48 12:34 3:55 7:19 8:49 
14 4:18 5:48 12:34 3:55 7:19 8:49 
15 4:18 5:48 12:34 3:56 7:19 8:49 
16 4:19 5:49 12:34 3:56 7:19 8:49 
17 4:19 5:49 12:34 3:56 7:18 8:48 
18 4:20 5:50 12:34 3:57 7:18 8:48 
19 4:21 5:50 12:35 3:57 7:18 8:48 
20 4:21 5:51 12:35 3:57 7:17 8:47 
21 4:22 5:51 12:35 3:57 7:17 8:47 
22 4:23 5:52 12:35 3:58 7:17 8:47 
23 4:23 5:52 12:35 3:58 7:16 8:46 
24 4:24 5:52 12:35 3:58 7:16 8:46 
25 4:25 5:53 12:35 3:58 7:15 8:45 
26 4:25 5:53 12:35 3:58 7:15 8:45 
27 4:26 5:54 12:35 3:59 7:15 8:45 
28 4:27 5:54 12:35 3:59 7:14 8:44 
29 4:27 5:54 12:35 3:59 7:14 8:44 
30 4:28 5:55 12:35 3:59 7:13 8:43 
31 4:29 5:56 12:35 3:59 7:13 8:43 
August  
Date Fajr Sunrise Dhuhr Asr Maghrib Isha 
1 4:29 5:56 12:35 3:59 7:12 8:42 
2 4:30 5:57 12:35 4:00 7:11 8:41 
3 4:31 5:57 12:35 4:00 7:11 8:41 
4 4:31 5:57 12:34 4:00 7:10 8:40 
5 4:32 5:58 12:34 4:00 7:10 8:40 
6 4:33 5:58 12:34 4:00 7:09 8:39 
7 4:33 5:59 12:34 4:00 7:08 8:38 
8 4:34 5:59 12:34 4:00 7:08 8:38 
9 4:34 5:59 12:34 4:00 7:08 8:38 
10 4:35 6:00 12:34 4:00 7:06 8:36 
11 4:36 6:01 12:34 4:00 7:05 8:35 
12 4:37 6:01 12:33 4:00 7:05 8:35 
13 4:37 6:01 12:33 4:00 7:04 8:34 
14 4:38 6:02 12:33 4:00 7:03 8:33 
15 4:38 6:02 12:33 4:00 7:02 8:32 
16 4:39 6:03 12:33 4:00 7:01 8:31 
17 4:40 6:03 12:32 4:00 7:01 8:31 
18 4:40 6:03 12:32 4:00 7:00 8:30 
19 4:41 6:04 12:32 3:59 6:59 8:29 
20 4:41 6:04 12:32 3:59 6:59 8:29 
21 4:42 6:05 12:32 3:59 6:57 8:27 
22 4:43 6:05 12:31 3:59 6:56 8:26 
23 4:43 6:05 12:31 3:59 6:55 8:25 
24 4:44 6:06 12:31 3:59 6:55 8:25 
25 4:44 6:06 12:31 3:58 6:54 8:24 
26 4:45 6:06 12:30 3:58 6:53 8:23 
27 4:45 6:07 12:30 3:58 6:52 8:22 
28 4:46 6:07 12:30 3:58 6:51 8:21 
29 4:46 6:08 12:29 3:57 6:50 8:20 
30 4:47 6:08 12:29 3:57 6:49 8:19 
31 4:47 6:08 12:29 3:57 6:49 8:19 
September  
Date Fajr Sunrise Dhuhr Asr Maghrib Isha 
1 4:48 6:09 12:28 3:57 6:47 8:17 
2 4:48 6:09 12:28 3:56 6:46 8:16 
3 4:49 6:09 12:28 3:56 6:45 8:15 
4 4:49 6:10 12:27 3:56 6:44 8:14 
5 4:50 6:10 12:27 3:55 6:43 8:13 
6 4:50 6:10 12:27 3:55 6:42 8:12 
7 4:51 6:11 12:26 3:54 6:41 8:11 
8 4:51 6:11 12:26 3:54 6:40 8:10 
9 4:52 6:11 12:26 3:54 6:39 8:09 
10 4:52 6:12 12:25 3:53 6:38 8:08 
11 4:52 6:12 12:25 3:53 6:38 8:08 
12 4:53 6:12 12:25 3:52 6:36 8:06 
13 4:54 6:13 12:24 3:52 6:35 8:05 
14 4:54 6:13 12:24 3:51 6:34 8:04 
15 4:54 6:13 12:24 3:51 6:33 8:03 
16 4:55 6:14 12:23 3:50 6:32 8:02 
17 4:55 6:14 12:23 3:50 6:31 8:01 
18 4:56 6:14 12:23 3:49 6:30 8:00 
19 4:56 6:15 12:22 3:49 6:28 7:58 
20 4:56 6:15 12:22 3:48 6:27 7:57 
21 4:57 6:15 12:22 3:48 6:26 7:56 
22 4:57 6:16 12:21 3:47 6:25 7:55 
23 4:58 6:16 12:21 3:47 6:24 7:54 
24 4:58 6:16 12:20 3:46 6:23 7:53 
25 4:58 6:17 12:20 3:46 6:22 7:52 
26 4:59 6:17 12:20 3:45 6:21 7:51 
27 4:59 6:17 12:19 3:44 6:20 7:50 
28 5:00 6:18 12:19 3:44 6:19 7:49 
29 5:00 6:18 12:19 3:43 6:18 7:48 
30 5:00 6:19 12:18 3:43 6:17 7:47 
October 
Date Fajr Sunrise Dhuhr Asr Maghrib Isha 
1 5:01 6:19 12:18 3:42 6:16 7:46 
2 5:01 6:19 12:18 3:42 6:15 7:45 
3 5:01 6:20 12:17 3:41 6:14 7:44 
4 5:02 6:20 12:17 3:40 6:13 7:43 
5 5:02 6:20 12:17 3:40 6:12 7:42 
6 5:03 6:21 12:17 3:39 6:11 7:41 
7 5:03 6:21 12:16 3:39 6:10 7:40 
8 5:03 6:22 12:16 3:38 6:09 7:39 
9 5:04 6:22 12:16 3:37 6:08 7:38 
10 5:04 6:22 12:15 3:37 6:07 7:37 
11 5:04 6:23 12:15 3:36 6:06 7:36 
12 5:05 6:23 12:15 3:36 6:05 7:35 
13 5:05 6:24 12:15 3:35 6:04 7:34 
14 5:06 6:24 12:14 3:34 6:03 7:33 
15 5:06 6:25 12:14 3:34 6:02 7:32 
16 5:06 6:25 12:14 3:33 6:02 7:32 
17 5:07 6:26 12:14 3:33 6:01 7:31 
18 5:07 6:26 12:14 3:32 6:00 7:30 
19 5:08 6:26 12:13 3:32 5:59 7:29 
20 5:08 6:27 12:13 3:31 5:58 7:28 
21 5:08 6:27 12:13 3:30 5:57 7:27 
22 5:09 6:28 12:13 3:30 5:57 7:27 
23 5:09 6:28 12:13 3:29 5:56 7:26 
24 5:10 6:29 12:13 3:29 5:55 7:25 
25 5:10 6:29 12:12 3:28 5:54 7:24 
26 5:11 6:30 12:12 3:28 5:53 7:23 
27 5:11 6:30 12:12 3:27 5:53 7:53 
28 5:12 6:31 12:12 3:27 5:52 7:52 
29 5:12 6:32 12:12 3:26 5:51 7:51 
30 5:12 6:32 12:12 3:26 5:51 7:51 
31 5:13 6:33 12:12 3:25 5:50 7:50 
November  
Date Fajr Sunrise Dhuhr Asr Maghrib Isha 
1 5:13 6:33 12:12 3:25 5:49 7:49 
2 5:14 6:34 12:12 3:25 5:49 7:49 
3 5:14 6:34 12:12 3:24 5:48 7:48 
4 5:15 6:35 12:12 3:24 5:47 7:47 
5 5:15 6:36 12:12 3:23 5:47 7:47 
6 5:16 6:36 12:12 3:23 5:46 7:46 
7 5:16 6:37 12:12 3:23 5:46 7:46 
8 5:17 6:38 12:12 3:22 5:45 7:45 
9 5:17 6:38 12:12 3:22 5:45 7:45 
10 5:18 6:39 12:12 3:22 5:44 7:44 
11 5:18 6:39 12:12 3:21 5:44 7:44 
12 5:19 6:40 12:12 3:21 5:44 7:44 
13 5:19 6:41 12:13 3:21 5:43 7:43 
14 5:20 6:41 12:13 3:21 5:43 7:43 
15 5:21 6:42 12:13 3:20 5:42 7:42 
16 5:21 6:43 12:13 3:20 5:42 7:42 
17 5:22 6:43 12:13 3:20 5:42 7:42 
18 5:22 6:44 12:13 3:20 5:41 7:41 
19 5:23 6:45 12:14 3:20 5:41 7:41 
20 5:23 6:45 12:14 3:20 5:41 7:41 
21 5:24 6:46 12:14 3:19 5:41 7:41 
22 5:25 6:47 12:14 3:19 5:41 7:41 
23 5:25 6:48 12:15 3:19 5:40 7:40 
24 5:26 6:48 12:15 3:19 5:40 7:40 
25 5:26 6:49 12:15 3:19 5:40 7:10 
26 5:27 6:50 12:15 3:19 5:40 7:10 
27 5:27 6:50 12:16 3:19 5:40 7:10 
28 5:28 6:51 12:16 3:19 5:40 7:10 
29 5:29 6:52 12:16 3:19 5:40 7:10 
30 5:29 6:52 12:17 3:19 5:40 7:10 
December 
Date Fajr Sunrise Dhuhr Asr Maghrib Isha 
1 5:29 6:52 12:17 3:19 5:40 7:10 
2 5:30 6:54 12:18 3:20 5:40 7:10 
3 5:31 6:55 12:18 3:20 5:40 7:10 
4 5:32 6:55 12:18 3:20 5:40 7:10 
5 5:32 6:56 12:19 3:20 5:40 7:10 
6 5:33 6:57 12:19 3:20 5:41 7:11 
7 5:33 6:57 12:20 3:20 5:41 7:11 
8 5:34 6:58 12:20 3:21 5:41 7:11 
9 5:35 6:59 12:20 3:21 5:41 7:11 
10 5:35 6:59 12:21 3:21 5:41 7:11 
11 5:36 7:00 12:21 3:22 5:42 7:12 
12 5:36 7:00 12:21 3:22 5:42 7:12 
13 5:37 7:01 12:22 3:22 5:42 7:12 
14 5:37 7:02 12:23 3:23 5:43 7:13 
15 5:38 7:02 12:23 3:23 5:43 7:13 
16 5:39 7:03 12:24 3:23 5:43 7:13 
17 5:39 7:04 12:24 3:24 5:44 7:14 
18 5:40 7:04 12:25 3:24 5:44 7:14 
19 5:40 7:05 12:25 3:25 5:45 7:15 
20 5:41 7:05 12:26 3:25 5:45 7:15 
21 5:41 7:06 12:26 3:26 5:46 7:16 
22 5:42 7:06 12:27 3:26 5:46 7:16 
23 5:42 7:06 12:27 3:26 5:46 7:16 
24 5:43 7:07 12:28 3:27 5:47 7:17 
25 5:43 7:08 12:28 3:28 5:48 7:18 
26 5:44 7:08 12:29 3:28 5:48 7:18 
27 5:44 7:09 12:29 3:29 5:49 7:19 
28 5:44 7:09 12:30 3:29 5:49 7:19 
29 5:45 7:09 12:30 3:30 5:50 7:20 
30 5:45 7:10 12:31 3:31 5:51 7:21 
31 5:46 7:10 12:31 3:31 5:51 7:21 
Prayer Times Schedule 2003
Location: Ha'il, SAUDI ARABIA
Juristic Method: Standard, Timezone: GMT +3.0
Calculation Method: Umm Al-Qura 
January  
Date Fajr Sunrise Dhuhr Asr Maghrib Isha 
1 5:36 7:03 12:17 3:11 5:30 7:00 
2 5:36 7:03 12:18 3:12 5:31 7:01 
3 5:37 7:04 12:18 3:12 5:32 7:02 
4 5:37 7:04 12:18 3:13 5:32 7:02 
5 5:37 7:04 12:19 3:14 5:33 7:03 
6 5:37 7:04 12:19 3:15 5:34 7:04 
7 5:38 7:04 12:20 3:15 5:35 7:05 
8 5:38 7:04 12:20 3:16 5:35 7:05 
9 5:38 7:04 12:21 3:17 5:36 7:06 
10 5:38 7:05 12:21 3:17 5:37 7:07 
11 5:38 7:05 12:21 3:18 5:38 7:08 
12 5:38 7:05 12:22 3:19 5:38 7:08 
13 5:38 7:05 12:22 3:19 5:39 7:09 
14 5:39 7:05 12:23 3:20 5:40 7:10 
15 5:39 7:04 12:23 3:21 5:41 7:11 
16 5:39 7:04 12:23 3:22 5:42 7:12 
17 5:39 7:04 12:24 3:22 5:42 7:12 
18 5:39 7:04 12:24 3:23 5:43 7:13 
19 5:38 7:04 12:24 3:24 5:44 7:14 
20 5:38 7:04 12:25 3:25 5:45 7:15 
21 5:38 7:04 12:25 3:25 5:46 7:16 
22 5:38 7:03 12:25 3:26 5:46 7:16 
23 5:38 7:03 12:25 3:27 5:47 7:17 
24 5:38 7:03 12:26 3:27 5:48 7:18 
25 5:38 7:02 12:26 3:28 5:49 7:19 
26 5:37 7:02 12:26 3:29 5:50 7:20 
27 5:37 7:02 12:26 3:29 5:50 7:20 
28 5:37 7:01 12:27 3:30 5:51 7:21 
29 5:36 7:01 12:27 3:31 5:52 7:22 
30 5:36 7:00 12:27 3:31 5:53 7:23 
31 5:36 7:00 12:27 3:32 5:54 7:24 
February  
Date Fajr Sunrise Dhuhr Asr Maghrib Isha 
1 5:35 6:59 12:27 3:33 5:54 7:24 
2 5:35 6:59 12:27 3:33 5:55 7:25 
3 5:35 6:58 12:28 3:34 5:56 7:26 
4 5:34 6:58 12:28 3:35 5:57 7:27 
5 5:34 6:57 12:28 3:35 5:57 7:27 
6 5:33 6:57 12:28 3:36 5:58 7:28 
7 5:33 6:56 12:28 3:36 5:59 7:29 
8 5:32 6:55 12:28 3:37 6:00 7:30 
9 5:32 6:55 12:28 3:37 6:01 7:31 
10 5:31 6:54 12:28 3:38 6:01 7:31 
11 5:30 6:53 12:28 3:38 6:02 7:32 
12 5:30 6:53 12:28 3:39 6:03 7:33 
13 5:29 6:52 12:28 3:39 6:03 7:33 
14 5:28 6:51 12:28 3:40 6:04 7:34 
15 5:28 6:50 12:28 3:40 6:05 7:35 
16 5:27 6:49 12:28 3:41 6:06 7:36 
17 5:27 6:49 12:28 3:41 6:06 7:36 
18 5:25 6:48 12:28 3:42 6:07 7:37 
19 5:25 6:47 12:28 3:42 6:08 7:38 
20 5:24 6:46 12:28 3:43 6:08 7:38 
21 5:23 6:45 12:27 3:43 6:09 7:39 
22 5:22 6:44 12:27 3:43 6:10 7:40 
23 5:21 6:43 12:27 3:44 6:10 7:40 
24 5:21 6:43 12:27 3:44 6:11 7:41 
25 5:20 6:42 12:27 3:44 6:12 7:42 
26 5:19 6:41 12:27 3:45 6:12 7:42 
27 5:18 6:40 12:27 3:45 6:13 7:43 
28 5:18 6:40 12:27 3:45 6:13 7:43 
March  
Date Fajr Sunrise Dhuhr Asr Maghrib Isha 
1 5:16 6:38 12:26 3:45 6:14 7:44 
2 5:15 6:37 12:26 3:46 6:15 7:45 
3 5:14 6:36 12:26 3:46 6:15 7:45 
4 5:13 6:35 12:26 3:46 6:16 7:46 
5 5:12 6:34 12:25 3:46 6:16 7:46 
6 5:11 6:33 12:25 3:47 6:17 7:47 
7 5:10 6:32 12:25 3:47 6:18 7:48 
8 5:09 6:31 12:25 3:47 6:18 7:48 
9 5:08 6:29 12:24 3:47 6:19 7:49 
10 5:07 6:28 12:24 3:47 6:19 7:49 
11 5:06 6:27 12:24 3:48 6:20 7:50 
12 5:05 6:26 12:24 3:48 6:20 7:50 
13 5:03 6:25 12:23 3:48 6:21 7:51 
14 5:02 6:24 12:23 3:48 6:22 7:52 
15 5:01 6:23 12:23 3:48 6:22 7:52 
16 5:00 6:22 12:23 3:48 6:23 7:53 
17 4:59 6:21 12:22 3:48 6:23 7:53 
18 4:58 6:20 12:22 3:48 6:24 7:54 
19 4:57 6:19 12:22 3:48 6:24 7:54 
20 4:55 6:17 12:21 3:48 6:25 7:55 
21 4:54 6:16 12:21 3:48 6:25 7:55 
22 4:53 6:15 12:21 3:48 6:26 7:56 
23 4:52 6:14 12:20 3:48 6:26 7:56 
24 4:51 6:13 12:20 3:48 6:27 7:57 
25 4:49 6:12 12:20 3:48 6:27 7:57 
26 4:48 6:11 12:20 3:48 6:28 7:58 
27 4:47 6:10 12:19 3:48 6:28 7:58 
28 4:46 6:08 12:19 3:48 6:29 7:59 
29 4:44 6:07 12:19 3:48 6:29 7:59 
30 4:43 6:06 12:18 3:48 6:30 8:00 
31 4:42 6:05 12:18 3:48 6:30 8:00 
April  
Date Fajr Sunrise Dhuhr Asr Maghrib Isha 
1 4:41 6:04 12:18 3:48 6:31 8:01 
2 4:40 6:03 12:17 3:48 6:31 8:01 
3 4:38 6:02 12:17 3:48 6:32 8:02 
4 4:37 6:01 12:17 3:48 6:33 8:03 
5 4:36 6:00 12:17 3:47 6:33 8:03 
6 4:35 5:58 12:16 3:47 6:34 8:04 
7 4:33 5:57 12:16 3:47 6:34 8:04 
8 4:32 5:56 12:16 3:47 6:35 8:05 
9 4:31 5:55 12:15 3:47 6:35 8:05 
10 4:30 5:54 12:15 3:47 6:36 8:06 
11 4:28 5:53 12:15 3:47 6:36 8:06 
12 4:27 5:52 12:15 3:47 6:37 8:07 
13 4:26 5:51 12:14 3:46 6:37 8:07 
14 4:25 5:50 12:14 3:46 6:38 8:08 
15 4:24 5:49 12:14 3:46 6:38 8:08 
16 4:22 5:48 12:14 3:46 6:39 8:09 
17 4:22 5:48 12:14 3:46 6:39 8:09 
18 4:20 5:46 12:13 3:46 6:40 8:10 
19 4:19 5:45 12:13 3:45 6:40 8:10 
20 4:18 5:44 12:13 3:45 6:41 8:11 
21 4:16 5:43 12:13 3:45 6:41 8:11 
22 4:15 5:42 12:12 3:45 6:42 8:12 
23 4:14 5:41 12:12 3:45 6:43 8:13 
24 4:13 5:40 12:12 3:45 6:43 8:13 
25 4:12 5:39 12:12 3:44 6:44 8:14 
26 4:11 5:38 12:12 3:44 6:44 8:14 
27 4:10 5:37 12:11 3:44 6:45 8:15 
28 4:10 5:37 12:11 3:44 6:45 8:15 
29 4:07 5:36 12:11 3:44 6:46 8:16 
30 4:06 5:35 12:11 3:44 6:47 8:17 
May  
Date Fajr Sunrise Dhuhr Asr Maghrib Isha 
1 4:05 5:34 12:11 3:43 6:47 8:17 
2 4:04 5:33 12:11 3:43 6:48 8:18 
3 4:03 5:32 12:11 3:43 6:48 8:18 
4 4:02 5:32 12:11 3:43 6:49 8:19 
5 4:01 5:31 12:10 3:43 6:49 8:19 
6 4:00 5:30 12:10 3:43 6:50 8:20 
7 3:59 5:29 12:10 3:43 6:51 8:21 
8 3:58 5:29 12:10 3:42 6:51 8:21 
9 3:58 5:29 12:10 3:42 6:51 8:21 
10 3:56 5:27 12:10 3:42 6:52 8:22 
11 3:55 5:27 12:10 3:42 6:53 8:23 
12 3:54 5:26 12:10 3:42 6:53 8:23 
13 3:54 5:25 12:10 3:42 6:54 8:24 
14 3:53 5:25 12:10 3:42 6:55 8:25 
15 3:52 5:24 12:10 3:42 6:55 8:25 
16 3:51 5:24 12:10 3:42 6:56 8:26 
17 3:50 5:23 12:10 3:42 6:56 8:26 
18 3:50 5:23 12:10 3:41 6:57 8:27 
19 3:49 5:22 12:10 3:41 6:57 8:27 
20 3:49 5:22 12:10 3:41 6:57 8:27 
21 3:48 5:21 12:10 3:41 6:59 8:29 
22 3:47 5:21 12:10 3:41 6:59 8:29 
23 3:46 5:20 12:10 3:41 7:00 8:30 
24 3:46 5:20 12:10 3:41 7:00 8:30 
25 3:45 5:20 12:11 3:41 7:01 8:31 
26 3:45 5:19 12:11 3:41 7:01 8:31 
27 3:44 5:19 12:11 3:41 7:02 8:32 
28 3:44 5:19 12:11 3:41 7:02 8:32 
29 3:43 5:18 12:11 3:41 7:03 8:33 
30 3:43 5:18 12:11 3:41 7:03 8:33 
31 3:43 5:18 12:11 3:41 7:03 8:33 
June  
Date Fajr Sunrise Dhuhr Asr Maghrib Isha 
1 3:42 5:18 12:11 3:41 7:04 8:34 
2 3:41 5:18 12:12 3:41 7:05 8:35 
3 3:41 5:17 12:12 3:41 7:05 8:35 
4 3:41 5:17 12:12 3:42 7:06 8:36 
